task_id,skill_id,skill_name,skill_type,required_level,is_critical
TSK004098,4c016b68-4116-468c-9dc6-42710c239e4a,C#,knowledge,3,1
TSK004098,c3a03c5a-c260-4c26-9b9a-873abb396f4d,MATLAB,knowledge,2,0
TSK004098,b633eb55-8f1f-4ae6-ab4c-2022ffe2cb7f,C++,knowledge,1,0
TSK004098,397da142-ab35-48fe-b154-7c38f447adfb,digital systems,knowledge,2,0
TSK004098,c09bf6d4-f8a7-40f3-aead-ef01643f2352,achieve sales targets,skill/competence,2,0
TSK004099,901105f8-3a08-453e-b1dc-23619e317fd3,create flowchart diagram,skill/competence,2,1
TSK004099,85c11255-469f-41bd-a6d1-382bc4a87783,interpret technical texts,skill/competence,2,0
TSK004099,0b0335f3-0aa1-491e-895e-81fc8774a300,develop automated migration methods,skill/competence,2,0
TSK004099,ed8de897-adbe-4f0e-b4d2-534953e64c72,integrate system components,skill/competence,3,1
TSK004099,401eb8d8-6daa-4f8b-90ad-60afc71eb4f8,Perl,knowledge,2,0
TSK004099,034c29fa-c3ba-45ea-b8f3-bf8e3705e386,Erlang,knowledge,2,0
TSK004099,484df271-bb52-49f1-8f50-f19624bf4df2,software components libraries,knowledge,2,0
TSK004100,46ec0033-3c71-415e-bcff-b065675ba2dc,integrate ICT data,skill/competence,1,0
TSK004100,713fb616-118e-40bc-9366-4a69879a49d5,implement data quality processes,skill/competence,2,0
TSK004100,48db96bf-3314-45c6-bad8-fdb6e20e5639,data engineering,knowledge,2,0
TSK004100,9cf681c7-89ec-470c-b651-7fe03786f586,query languages,knowledge,3,1
TSK004100,57231a22-4da7-49c8-97b8-75672feadf1e,manage quantitative data,skill/competence,2,0
TSK004100,6a7792a9-888a-46ad-afc9-2c0d94c8fde6,create business process models,skill/competence,2,0
TSK004100,a8797f21-1af0-4c5e-98ca-bf1442929363,interact with users to gather requirements,skill/competence,1,0
TSK004101,397da142-ab35-48fe-b154-7c38f447adfb,digital systems,knowledge,1,0
TSK004101,faf208ae-d4a4-43b4-bb82-846b7348b740,manage information sources,skill/competence,2,1
TSK004102,e9575f7f-053a-439e-8074-f93df3334e92,data ethics,knowledge,3,0
TSK004102,43ae58b9-5e56-4524-b45a-b422777a0576,database,knowledge,3,0
TSK004102,697dcc9f-ae92-4506-b5f2-e770d7589f74,utilise regular expressions,skill/competence,5,1
TSK004102,f2d57f41-43b4-4f5b-8100-3df5c21eda50,process data,skill/competence,5,1
TSK004102,d1317634-ccea-44d0-9cdc-c863f9bf856b,liaise with industrial professionals,skill/competence,5,1
TSK004103,c544a9f3-5945-4b54-afed-de0697852817,report analysis results,skill/competence,5,1
TSK004103,03ff0d53-573a-47a0-a0ad-1995815a4339,information structure,knowledge,3,0
TSK004103,50b100ea-74fd-4706-99db-3e4ca55e51b8,perform data cleansing,skill/competence,5,1
TSK004103,cb5cccc9-abe4-4b11-abe6-d27e5cd85fb1,manage standards for data exchange,skill/competence,5,1
TSK004103,99207709-d076-4cce-ba38-e90d3bb28806,resource description framework query language,knowledge,3,0
TSK004103,03b9b491-fc9b-4868-914a-bf7cd47b5041,create solutions to problems,skill/competence,3,0
TSK004104,7ee4c2ea-b349-4bd2-81a3-ec31475d4833,statistics,knowledge,5,1
TSK004104,f6ac6241-adb2-4ce2-b35f-09832cbb11ea,empirical analysis,knowledge,3,0
TSK004104,3f4dab51-572b-4e2c-85ef-3b4c3f7094e1,XQuery,knowledge,3,0
TSK004104,9714735d-6f60-440b-bdbc-aaf45ebcbe78,analyse the context of an organisation,skill/competence,5,1
TSK004105,74e49482-75e8-4637-bdb1-fff868d02f7a,scientific literature,knowledge,2,1
TSK004105,14d1e367-3efe-4ec5-86ae-eca48710ee4e,implement ICT security policies,skill/competence,2,0
TSK004106,9cf681c7-89ec-470c-b651-7fe03786f586,query languages,knowledge,2,0
TSK004106,4d39b27a-b34f-4c89-8d46-df844d42f728,increase the impact of science on policy and society,skill/competence,3,1
TSK004106,6c08403c-a5bb-4868-b8c2-b7d039c0e511,design database scheme,skill/competence,1,0
TSK004106,0760bfac-9a03-427a-ad84-ccd33a2f2ae8,mathematical modelling,knowledge,1,0
TSK004106,edebd83d-35f6-4ed5-a940-6c203d178c01,data science,knowledge,2,0
TSK004106,f715be1d-5fc4-49d3-82a5-0b8090d12849,synthesise information,skill/competence,2,0
TSK004106,c3e36d05-8ae8-447f-bb2b-6f9409f85389,deliver visual presentation of data,skill/competence,3,1
TSK004106,99207709-d076-4cce-ba38-e90d3bb28806,resource description framework query language,knowledge,2,0
TSK004106,7159e587-c7cb-4ec0-a662-03e1dee2cccb,research design,knowledge,1,0
TSK004106,726abd5a-d23c-44b9-abb0-f22bbe95f1d3,operational research,knowledge,2,0
TSK004107,93f1caa3-df33-4de7-98da-40f5fc30fd52,forensic intelligence,knowledge,1,0
TSK004107,3c209873-c757-47bb-91b5-9b6dc05df116,banking activities,knowledge,2,1
TSK004107,8836a5a5-e2ff-4baf-aae3-bfb78a4cca7f,criminal law,knowledge,1,0
TSK004107,85c11255-469f-41bd-a6d1-382bc4a87783,interpret technical texts,skill/competence,1,0
TSK004108,4463a721-69f3-413d-8321-43e3af13a4f1,use databases,skill/competence,4,1
TSK004108,50b100ea-74fd-4706-99db-3e4ca55e51b8,perform data cleansing,skill/competence,5,1
TSK004108,629685b8-5f9e-4522-8cff-b3e2c4ec625a,digital data processing,,3,0
TSK004108,25f0ea33-b4a2-4f31-b7b4-7d20e827b180,data mining,knowledge,3,0
TSK004108,65e58886-bd1e-4c5b-8ca5-8d9b353c8aa1,data visualisation software,knowledge,3,0
TSK004108,54c9c155-9293-4329-8ed2-2e76e8b519d4,define data quality criteria,skill/competence,1,0
TSK004108,46ec0033-3c71-415e-bcff-b065675ba2dc,integrate ICT data,skill/competence,2,0
TSK004108,a80fb090-63f4-4b05-83a5-2f090deb7757,manage data collection systems,skill/competence,3,0
TSK004108,21c5790c-0930-4d74-b3b0-84caf5af12ea,manage budgets,skill/competence,3,0
TSK004108,628664ec-a63b-4486-8d65-02aba81c82a0,ICT sales methodologies,knowledge,4,1
TSK004109,348b74cd-49ce-4844-8bdf-ec188b497213,visual presentation techniques,knowledge,2,0
TSK004109,382c11ed-20d5-4ae7-b60e-15fec527fa6c,apply statistical analysis techniques,skill/competence,5,1
TSK004109,edebd83d-35f6-4ed5-a940-6c203d178c01,data science,knowledge,3,1
TSK004109,1e77e42a-181f-4b48-8e74-201ce50ffc29,interpret current data,skill/competence,3,1
TSK004109,25f0ea33-b4a2-4f31-b7b4-7d20e827b180,data mining,knowledge,3,0
TSK004109,c5e8abde-d2ba-4e8e-a65e-720b71180666,unstructured data,knowledge,4,1
TSK004109,54c9c155-9293-4329-8ed2-2e76e8b519d4,define data quality criteria,skill/competence,2,0
TSK004109,e9575f7f-053a-439e-8074-f93df3334e92,data ethics,knowledge,3,0
TSK004109,65e58886-bd1e-4c5b-8ca5-8d9b353c8aa1,data visualisation software,knowledge,3,0
TSK004109,f929c89e-c363-4132-a918-e021d57b307c,supply chain management,knowledge,3,0
TSK004110,518dc04d-092d-4fa1-bd82-88b7a9278ef7,manage intellectual property rights,skill/competence,3,1
TSK004110,0760bfac-9a03-427a-ad84-ccd33a2f2ae8,mathematical modelling,knowledge,4,1
TSK004110,d38871eb-b988-495e-8fca-345677b597a8,state estimation,knowledge,3,0
TSK004110,48db96bf-3314-45c6-bad8-fdb6e20e5639,data engineering,knowledge,3,0
TSK004111,25f0ea33-b4a2-4f31-b7b4-7d20e827b180,data mining,knowledge,2,0
TSK004111,4d39b27a-b34f-4c89-8d46-df844d42f728,increase the impact of science on policy and society,skill/competence,5,1
TSK004111,4134622c-c3fb-4a41-beb6-6d58ba5107db,demonstrate disciplinary expertise,skill/competence,3,0
TSK004111,4f5c1208-62fd-4e5a-a51e-306c06947e11,manage findable accessible interoperable and reusable data,skill/competence,2,0
TSK004111,6360a934-cc87-4954-9656-b32db20592e3,quantitative analysis,knowledge,2,0
TSK004111,872a1632-f1db-4feb-bb27-0a6a359b7591,promote open innovation in research,skill/competence,3,0
TSK004111,fecf8a0d-62c4-4e71-9b03-0f4fc2ad7bf5,data models,knowledge,3,0
TSK004111,1b7c716e-af95-4cda-a42f-6479c8b139f5,MDX,knowledge,2,0
TSK004111,f597f772-24d3-4cec-813c-cf5a7027c794,N1QL,knowledge,2,0
TSK004111,c927ec6e-9082-4b22-afd3-0c4e219eaf73,ensure equipment maintenance,skill/competence,2,0
TSK004112,713fb616-118e-40bc-9366-4a69879a49d5,implement data quality processes,skill/competence,3,1
TSK004112,143769cb-b61e-47d8-a61e-eedfbec1016c,business intelligence,knowledge,1,0
TSK004113,2522a6ce-3202-4ac8-9f5b-b9cb5a3a83a1,debug software,skill/competence,3,1
TSK004113,0b0335f3-0aa1-491e-895e-81fc8774a300,develop automated migration methods,skill/competence,3,0
TSK004113,0cd6dcf1-5778-42a5-b685-4d01ae4a4871,Common Lisp,knowledge,2,0
TSK004113,ba1b0441-a6b8-4e57-8ccc-871012f63e42,trading software,knowledge,3,0
TSK004114,696e3b5b-8b61-45af-ae4c-3ab700f197ec,information extraction,knowledge,2,0
TSK004114,93aaf65c-5aad-4e6f-a7ba-ce9bf7c0e6e6,information categorisation,knowledge,3,1
TSK004114,5608d5a0-6d5e-43b7-be37-616501729bb4,artificial neural networks,knowledge,1,0
TSK004114,2c28fc20-8a60-4311-8899-5ef8729c05b3,design process,skill/competence,2,0
TSK004114,25f0ea33-b4a2-4f31-b7b4-7d20e827b180,data mining,knowledge,2,0
TSK004114,0cd6dcf1-5778-42a5-b685-4d01ae4a4871,Common Lisp,knowledge,3,1
TSK004115,9136cbf1-7916-4f1c-bc9a-0318ee1d6016,human-computer interaction,knowledge,4,1
TSK004115,123cf7c5-6a3b-419d-be4f-49a6cc020f9f,interactive media,knowledge,5,1
TSK004115,143769cb-b61e-47d8-a61e-eedfbec1016c,business intelligence,knowledge,3,0
TSK004116,16a00c69-9c74-4c37-96d7-6301d285e5ce,use e-services,skill/competence,4,1
TSK004116,925463a7-d51f-4d5b-9f79-4d28cf30acde,integrated development environment software,knowledge,2,0
TSK004116,69bbd53f-fbb0-4476-b4b2-ef7844464e28,web programming,knowledge,1,0
TSK004116,172020d1-e151-445b-8173-e2a5fb16fe51,utilise computer-aided software engineering tools,skill/competence,4,1
TSK004117,2d6d4784-0992-48e7-b100-22d7229b3f0a,translate requirements into visual design,skill/competence,3,0
TSK004117,a71577b2-7550-4222-88ee-dcbd2d881516,graphics editor software,knowledge,5,1
TSK004117,c1f29568-f2bb-49d2-b6c2-28748bd1629b,manage online content,skill/competence,3,0
TSK004117,8d4271ca-c9fd-40b3-875f-15f78332a49e,quality standards,knowledge,4,0
TSK004117,a56dec32-05ef-45de-a256-ee6741f356db,information confidentiality,knowledge,5,1
TSK004117,c544a9f3-5945-4b54-afed-de0697852817,report analysis results,skill/competence,5,1
TSK004118,397da142-ab35-48fe-b154-7c38f447adfb,digital systems,knowledge,4,1
TSK004118,2d6d4784-0992-48e7-b100-22d7229b3f0a,translate requirements into visual design,skill/competence,3,0
TSK004118,385479b7-5da5-4367-9763-0d15b41bb65b,provide user documentation,skill/competence,2,0
TSK004118,1bba98a7-92b9-450b-9235-e0c905f8f3c4,information architecture,knowledge,5,1
TSK004119,d9e5349e-8791-49c2-8ba4-839fdd1606c2,define technical requirements,skill/competence,5,1
TSK004119,3c03ee71-4a23-448f-b79e-81fd75d27dca,apply change management,skill/competence,4,1
TSK004119,98301d4a-2cc3-439d-8d7f-0b6ac76302bb,business process modelling,knowledge,3,0
TSK004119,2c28fc20-8a60-4311-8899-5ef8729c05b3,design process,skill/competence,5,1
TSK004119,31c69100-b612-4a61-8db5-fd314318854c,execute analytical mathematical calculations,skill/competence,5,1
TSK004120,fa642fc3-5cc5-41cf-8926-6617a8b976a7,promote the participation of citizens in scientific and research activities,skill/competence,5,1
TSK004120,f9670490-8aa4-4540-b121-d440a8294aab,develop data processing applications,skill/competence,5,1
TSK004120,2b1e2927-3542-48da-9063-02925e7562c1,disseminate results to the scientific community,skill/competence,4,0
TSK004120,48db96bf-3314-45c6-bad8-fdb6e20e5639,data engineering,knowledge,5,1
TSK004120,0760bfac-9a03-427a-ad84-ccd33a2f2ae8,mathematical modelling,knowledge,5,1
TSK004120,e46291c7-52b9-4174-bd59-178884861038,Hadoop,knowledge,4,0
TSK004120,54c9c155-9293-4329-8ed2-2e76e8b519d4,define data quality criteria,skill/competence,3,0
TSK004120,8316979b-df5a-4dc7-98ef-61ec6a10df84,conduct quantitative research,skill/competence,4,0
TSK004120,c5e8abde-d2ba-4e8e-a65e-720b71180666,unstructured data,knowledge,5,1
TSK004120,0295b2a4-fb86-495f-9547-d479532fc4c2,trace financial transactions,skill/competence,2,0
TSK004121,fecf8a0d-62c4-4e71-9b03-0f4fc2ad7bf5,data models,knowledge,5,1
TSK004121,cbe2c304-1e7d-489a-97d9-a7d3e37a9db6,apply ICT systems theory,skill/competence,4,0
TSK004121,1bba98a7-92b9-450b-9235-e0c905f8f3c4,information architecture,knowledge,3,0
TSK004121,e465a154-93f7-4973-9ce1-31659fe16dd2,principles of artificial intelligence,knowledge,4,0
TSK004121,93aaf65c-5aad-4e6f-a7ba-ce9bf7c0e6e6,information categorisation,knowledge,5,1
TSK004121,d9e5349e-8791-49c2-8ba4-839fdd1606c2,define technical requirements,skill/competence,4,0
TSK004121,98301d4a-2cc3-439d-8d7f-0b6ac76302bb,business process modelling,knowledge,5,1
TSK004122,ccd0a1d9-afda-43d9-b901-96344886e14d,Python (computer programming),knowledge,5,1
TSK004122,a80fb090-63f4-4b05-83a5-2f090deb7757,manage data collection systems,skill/competence,5,1
TSK004122,0d282d6e-8cb9-4339-8e7d-cfafed96b5ed,conduct literature research,skill/competence,3,0
TSK004122,1e77e42a-181f-4b48-8e74-201ce50ffc29,interpret current data,skill/competence,5,1
TSK004122,54c9c155-9293-4329-8ed2-2e76e8b519d4,define data quality criteria,skill/competence,3,0
TSK004122,d38871eb-b988-495e-8fca-345677b597a8,state estimation,knowledge,4,0
TSK004122,4c016b68-4116-468c-9dc6-42710c239e4a,C#,knowledge,3,0
TSK004122,b04f377b-ee80-4b38-aca1-19d266a23b17,analyse business requirements,skill/competence,5,1
TSK004123,fff0e2cd-d0bd-4b02-9daf-158b79d9688a,natural language processing,knowledge,5,1
TSK004123,d9e5349e-8791-49c2-8ba4-839fdd1606c2,define technical requirements,skill/competence,4,1
TSK004123,41bf7ede-fc84-4a57-8c89-b548d11b0ba1,manage business knowledge,skill/competence,5,1
TSK004123,0af062de-eb43-41e9-9b96-249e2cd22d26,use markup languages,skill/competence,5,1
TSK004123,a4d336a6-9ffd-402a-91cc-f359716ba4e0,ML (computer programming),knowledge,3,0
TSK004123,def007fa-5fed-4a5f-91a2-b0d7e3db1be1,COBOL,knowledge,5,1
TSK004123,c5e8abde-d2ba-4e8e-a65e-720b71180666,unstructured data,knowledge,3,0
TSK004123,fbafa41f-cd05-4109-a649-8b44d306d779,create data models,skill/competence,3,0
TSK004123,5fd5c985-eaaa-47aa-8314-62359c54505a,develop digital content,skill/competence,3,0
TSK004123,123cf7c5-6a3b-419d-be4f-49a6cc020f9f,interactive media,knowledge,3,0
TSK004124,988f4ac3-a37c-4b0a-a40f-4e0e56b5919e,promote the transfer of knowledge,skill/competence,1,0
TSK004124,79e29b8b-47d1-470d-b7b1-32506bfe7d9a,collect ICT data,skill/competence,5,1
TSK004124,833289fa-3646-4010-9d9e-93ba8c9ef2d8,apply research ethics and scientific integrity principles in research activities,skill/competence,5,1
TSK004124,6360a934-cc87-4954-9656-b32db20592e3,quantitative analysis,knowledge,5,1
TSK004124,2b1e2927-3542-48da-9063-02925e7562c1,disseminate results to the scientific community,skill/competence,4,0
TSK004124,a57a54b6-2f2e-43e4-9621-b52f4a63cb08,LDAP,knowledge,3,0
TSK004124,a8d24a95-47b3-4f88-92e7-06600bcd3612,manage personal professional development,skill/competence,3,0
TSK004124,cc61f9e5-d4fc-470e-8606-1ce865ff8386,develop professional network with researchers and scientists,skill/competence,4,0
TSK004124,2618f336-8e71-4666-83b5-f368edb0906d,cognitive psychology,knowledge,4,0
TSK004125,cbe2c304-1e7d-489a-97d9-a7d3e37a9db6,apply ICT systems theory,skill/competence,5,1
TSK004125,b04f377b-ee80-4b38-aca1-19d266a23b17,analyse business requirements,skill/competence,5,1
TSK004125,04fe962b-4017-4eb7-9139-7d69b6922bc9,use an application-specific interface,skill/competence,3,0
TSK004125,0dc7aa1b-b5af-4f4b-81ce-ee22ed8b6926,assess ICT knowledge,skill/competence,5,1
TSK004125,94dd823c-148e-4614-a6e8-99249b16357d,ICT project management,knowledge,4,0
TSK004125,58d7a289-dafd-4363-833f-d1dc4140885e,APL,knowledge,4,0
TSK004125,1e77e42a-181f-4b48-8e74-201ce50ffc29,interpret current data,skill/competence,2,0
TSK004125,1b7c716e-af95-4cda-a42f-6479c8b139f5,MDX,knowledge,5,1
TSK004125,637ca2e2-0624-48b1-be6e-9ff4580344ac,proofread text,skill/competence,5,1
TSK004125,26fa7a33-a426-4cd5-9792-33bf668612e1,LESS,knowledge,4,0
TSK004126,2daec0e6-f0c1-43e8-8178-aedba99130ec,establish data processes,skill/competence,4,0
TSK004126,505e4ef3-7ce4-437d-b7b4-5c608f71c258,build recommender systems,skill/competence,5,1
TSK004126,7e796b51-49d7-4e73-95af-2e7323763f15,design database in the cloud,skill/competence,5,1
TSK004126,e464363b-8346-421d-9035-52118b76d8c8,computational biology,knowledge,2,0
TSK004126,ecc4552a-92c5-4222-b18d-faf5ac841080,deep learning,knowledge,3,0
TSK004126,69bbd53f-fbb0-4476-b4b2-ef7844464e28,web programming,knowledge,5,1
TSK004127,553ad092-b799-44c9-a94c-65a84fdc7526,identify processes for re-engineering,skill/competence,2,0
TSK004127,283cbcd3-7101-4dbb-be37-56f3625515b1,provide ICT consulting advice,skill/competence,3,1
TSK004127,04fe962b-4017-4eb7-9139-7d69b6922bc9,use an application-specific interface,skill/competence,3,0
TSK004127,3cfa46e9-b7da-44ac-b09e-9596dffe0425,optimise choice of ICT solution,skill/competence,3,0
TSK004127,52cf3037-ab53-4806-85ed-7fd21ea7f6a1,Groovy,knowledge,3,0
TSK004128,09f2f811-a3fb-4de3-a70f-6420a6935575,systems development life-cycle,knowledge,1,0
TSK004128,fbafa41f-cd05-4109-a649-8b44d306d779,create data models,skill/competence,3,0
TSK004128,6b643893-0a1f-4f6c-83a1-e7eef75849b9,develop with cloud services,skill/competence,4,1
TSK004128,71746a0b-e58d-4dc4-ad03-bd84082eae21,collect customer feedback on applications,skill/competence,2,0
TSK004128,1f0fbd17-56b7-45cd-b841-e7d9e2a5a14e,identify blockchain innovation opportunities,skill/competence,4,0
TSK004129,7961413f-61d0-4722-9cd9-20a050a29899,perform software unit testing,skill/competence,5,1
TSK004129,913e7e83-b8f8-4574-b1ca-1b38f3fd974a,execute software tests,skill/competence,5,1
TSK004129,78a74fd1-efc6-49dc-adb1-1b0fbe35c22c,provide software testing documentation,skill/competence,3,0
TSK004129,dad7e408-162f-46a4-8567-db560e19e2fc,identify ICT system weaknesses,skill/competence,3,0
TSK004129,94b2c46e-6338-4a1d-950a-d44eef018c53,collaborate with engineers,skill/competence,3,0
TSK004130,dad7e408-162f-46a4-8567-db560e19e2fc,identify ICT system weaknesses,skill/competence,5,1
TSK004130,ce354460-500e-4eaa-8e95-8f243fcea3db,manage system testing,skill/competence,5,1
TSK004130,f4a85869-1855-45d5-a43c-7ee8cd451996,perform ICT security testing,skill/competence,2,0
TSK004130,78a74fd1-efc6-49dc-adb1-1b0fbe35c22c,provide software testing documentation,skill/competence,3,0
TSK004130,438ff259-d086-4004-acda-1ec3e1631bc6,software anomalies,knowledge,3,0
TSK004130,7253d98c-4a6d-4e37-8b6c-accca9f4b639,develop ICT test suite,skill/competence,5,1
TSK004130,3f4dab51-572b-4e2c-85ef-3b4c3f7094e1,XQuery,knowledge,5,1
TSK004130,6b643893-0a1f-4f6c-83a1-e7eef75849b9,develop with cloud services,skill/competence,4,0
TSK004131,78a74fd1-efc6-49dc-adb1-1b0fbe35c22c,provide software testing documentation,skill/competence,5,1
TSK004131,ea412de3-9d7a-4943-8d8c-c6d3c7495d0e,execute integration testing,skill/competence,3,0
TSK004131,ed8de897-adbe-4f0e-b4d2-534953e64c72,integrate system components,skill/competence,3,0
TSK004131,913e7e83-b8f8-4574-b1ca-1b38f3fd974a,execute software tests,skill/competence,4,0
TSK004131,561c2525-5bd8-4d86-8f45-820f4be7db93,report test findings,skill/competence,5,1
TSK004131,438ff259-d086-4004-acda-1ec3e1631bc6,software anomalies,knowledge,5,1
TSK004131,7557f0f4-b8bc-4ac0-b91e-222ab1ba744f,tools for ICT test automation,knowledge,4,0
TSK004131,f6424ebb-8401-446b-9f7e-10d7c854da02,ICT network simulation,knowledge,4,0
TSK004131,ff25cbf0-6978-4c4c-887e-d4b185410d74,perform software recovery testing,skill/competence,5,1
TSK004131,85f46538-ae70-498a-bfbc-b8ddafe96c7d,levels of software testing,knowledge,4,0
TSK004132,7961413f-61d0-4722-9cd9-20a050a29899,perform software unit testing,skill/competence,5,1
TSK004132,913e7e83-b8f8-4574-b1ca-1b38f3fd974a,execute software tests,skill/competence,5,1
TSK004132,fb7aee4d-f6c6-4a87-8e9d-8e542b3771f8,software metrics,knowledge,5,1
TSK004132,2450c3b3-e78e-435b-b84d-e05d984e71dc,software architecture models,knowledge,3,0
TSK004132,eb3aa8c1-fb14-47b4-a352-b7975abd2480,replicate customer software issues,skill/competence,3,0
TSK004132,e8b89eb6-51e8-4c3a-babb-88b2e110376b,Pascal (computer programming),knowledge,4,0
TSK004132,9e06bac6-6b91-48ca-8b7d-c1f48cdecd7c,solve ICT system problems,skill/competence,2,0
TSK004132,dfff95c6-9758-4c04-a228-7eaa88dec6cd,design for organisational complexity,skill/competence,4,0
TSK004133,26baf34d-6721-4bac-b7eb-add0bc566a82,attend to detail in preparation for audits,skill/competence,5,1
TSK004133,c7cc6dc5-d56b-4323-8e5c-47c4022f615f,quality assurance methodologies,knowledge,5,1
TSK004133,5d34adde-0b78-42b4-9d3d-69e9388d8398,oversee quality control,skill/competence,5,1
TSK004133,78a74fd1-efc6-49dc-adb1-1b0fbe35c22c,provide software testing documentation,skill/competence,3,0
TSK004133,fafe0b9d-dbd9-46bd-b770-26299539ce66,ICT process quality models,knowledge,3,0
TSK004133,bec4359e-cb92-468f-a997-8fb28e32fba9,ICT project management methodologies,knowledge,4,0
TSK004133,95ee5e38-5c1e-4cd2-a21d-6921390025a9,usability engineering,knowledge,5,1
TSK004133,4da4587a-fd0b-4ca2-886c-c42a1562d432,design cloud networks,skill/competence,5,1
TSK004134,eb3aa8c1-fb14-47b4-a352-b7975abd2480,replicate customer software issues,skill/competence,5,1
TSK004134,3d3db1e7-b041-495e-8a93-deeacded8a2f,test for emotional patterns,skill/competence,4,0
TSK004134,85f46538-ae70-498a-bfbc-b8ddafe96c7d,levels of software testing,knowledge,3,0
TSK004134,896563fc-6255-4419-89c2-ffed30159ad6,conduct research interview,skill/competence,3,0
TSK004134,78a74fd1-efc6-49dc-adb1-1b0fbe35c22c,provide software testing documentation,skill/competence,5,1
TSK004134,f597f772-24d3-4cec-813c-cf5a7027c794,N1QL,knowledge,5,1
TSK004134,69bbd53f-fbb0-4476-b4b2-ef7844464e28,web programming,knowledge,3,0
TSK004134,14ced458-5f4b-495f-bd3d-9c240614bda0,Adobe Photoshop,knowledge,3,0
TSK004135,c1f29568-f2bb-49d2-b6c2-28748bd1629b,manage online content,skill/competence,5,1
TSK004135,69bbd53f-fbb0-4476-b4b2-ef7844464e28,web programming,knowledge,5,1
TSK004135,56a10e3e-c9e7-4d39-b6f1-6013398fcb3a,use content management system software,skill/competence,3,0
TSK004135,ef64005d-75bc-4597-8ed6-717edec5e55e,enhance website visibility,skill/competence,2,0
TSK004136,cc7370dd-69fa-4c67-a96f-d4d135d38700,data quality assessment,knowledge,5,1
TSK004136,fbafa41f-cd05-4109-a649-8b44d306d779,create data models,skill/competence,4,0
TSK004136,e207163b-7963-4c3e-9494-7a4bb000211b,estimate duration of work,skill/competence,4,0
TSK004136,03b9b491-fc9b-4868-914a-bf7cd47b5041,create solutions to problems,skill/competence,5,1
TSK004137,29fb0fb5-dfc4-4098-ac9b-3a712000f48f,manage database,skill/competence,5,1
TSK004137,906323f4-00c4-4c3b-ab5a-8af77be3456e,create data sets,skill/competence,5,1
TSK004137,64db87c7-2360-4e20-88d3-d222402e477c,write database documentation,skill/competence,3,0
TSK004137,84f58e3d-8669-4d83-8c1d-5dd1e73a654f,create database diagrams,skill/competence,5,1
TSK004137,2bde42ae-e776-41c1-9ded-b07b30bfe985,Prolog (computer programming),knowledge,5,1
TSK004137,58d7a289-dafd-4363-833f-d1dc4140885e,APL,knowledge,4,0
TSK004137,c5ed451b-ef39-47a3-aee7-8f5be0aa8431,CA Datacom/DB,knowledge,5,1
TSK004138,99207709-d076-4cce-ba38-e90d3bb28806,resource description framework query language,knowledge,2,1
TSK004138,696e3b5b-8b61-45af-ae4c-3ab700f197ec,information extraction,knowledge,2,0
TSK004138,0dc7aa1b-b5af-4f4b-81ce-ee22ed8b6926,assess ICT knowledge,skill/competence,2,0
TSK004138,fff0e2cd-d0bd-4b02-9daf-158b79d9688a,natural language processing,knowledge,1,0
TSK004138,98301d4a-2cc3-439d-8d7f-0b6ac76302bb,business process modelling,knowledge,2,0
TSK004138,25f0ea33-b4a2-4f31-b7b4-7d20e827b180,data mining,knowledge,2,0
TSK004138,f7b071bf-4882-4cfc-ae0a-7e0e0ab94c61,conduct research across disciplines,skill/competence,3,1
TSK004138,fe1ec582-d63b-466c-9149-e7fc4fe93e22,supplier management,knowledge,2,0
TSK004139,48db96bf-3314-45c6-bad8-fdb6e20e5639,data engineering,knowledge,3,1
TSK004139,f6ac6241-adb2-4ce2-b35f-09832cbb11ea,empirical analysis,knowledge,3,0
TSK004139,2daec0e6-f0c1-43e8-8178-aedba99130ec,establish data processes,skill/competence,3,0
TSK004139,6c08403c-a5bb-4868-b8c2-b7d039c0e511,design database scheme,skill/competence,3,0
TSK004140,47a49cd6-097d-457a-9f7b-c290c14930d5,analyse big data,skill/competence,2,0
TSK004140,348b74cd-49ce-4844-8bdf-ec188b497213,visual presentation techniques,knowledge,1,0
TSK004140,1bba98a7-92b9-450b-9235-e0c905f8f3c4,information architecture,knowledge,3,1
TSK004140,03ff0d53-573a-47a0-a0ad-1995815a4339,information structure,knowledge,2,0
TSK004140,c5e8abde-d2ba-4e8e-a65e-720b71180666,unstructured data,knowledge,1,0
TSK004140,696e3b5b-8b61-45af-ae4c-3ab700f197ec,information extraction,knowledge,1,0
TSK004140,ffddfc7c-a9dd-449f-9e96-882dc447c8b6,Scala,knowledge,2,0
TSK004140,034c29fa-c3ba-45ea-b8f3-bf8e3705e386,Erlang,knowledge,1,0
TSK004140,9ef0f3a0-9ce2-4ef1-a987-0366b5cb2dbe,database development tools,knowledge,3,1
TSK004140,42ed3bfb-1a01-4c8b-9758-fc6438865734,Smalltalk (computer programming),knowledge,2,0
TSK004141,7482a123-e801-48de-9733-262125671410,task algorithmisation,knowledge,3,1
TSK004141,54924a2c-daca-40d3-9716-4b38ceb04f38,algorithms,knowledge,1,0
TSK004141,696e3b5b-8b61-45af-ae4c-3ab700f197ec,information extraction,knowledge,2,1
TSK004141,2c28fc20-8a60-4311-8899-5ef8729c05b3,design process,skill/competence,2,0
TSK004141,d56fc2b5-4b0a-4e7e-9bde-a33736f6ff18,Scratch (computer programming),knowledge,2,0
TSK004141,2806260f-6399-4add-8f11-070141423f9d,medical terminology,knowledge,1,0
