project_domain,project_type,project_complexity,project_criticality,role_required,team_size_required,estimated_hours,deadline_days,priority,skill_match_pct,critical_skill_match_pct,skill_level_match_pct,experience_match_pct,domain_match,role_match,critical_project_experience,performance_score,current_workload_pct,availability_pct,reliability_score,collaboration_score,project_success,task_start_date
Insurance,Web Application,Critical,Low,Software Engineer,9,203.5,48,Low,30.0,66.67,10.0,92.85,0,1,1,1,59.11,44.18,33.7,42.8,0,2023-02-28
Insurance,Web Application,Critical,Low,Software Engineer,9,203.5,48,Low,60.0,100.0,50.0,100.0,0,1,5,2,26.57,75.03,34.5,54.9,1,2023-02-28
Insurance,Web Application,Critical,Low,Software Engineer,9,203.5,48,Low,70.0,100.0,70.0,24.76,0,1,0,5,31.48,80.76,73.0,67.2,1,2023-02-28
Logistics,Infrastructure,Basic,Low,Cloud Engineer,9,110.9,23,Low,33.33,0.0,33.33,100.0,0,1,3,5,52.14,57.15,85.1,78.9,1,2023-02-28
Insurance,Web Application,Critical,Low,Software Engineer,9,203.5,48,Low,30.0,66.67,30.0,97.66,0,1,0,5,15.37,83.59,74.6,75.5,1,2023-02-28
Insurance,Web Application,Critical,Low,Software Engineer,9,203.5,48,Low,30.0,66.67,30.0,100.0,0,1,1,2,18.91,79.98,50.0,57.6,1,2023-02-28
Insurance,Web Application,Critical,Low,Software Engineer,9,203.5,48,Low,10.0,33.33,10.0,88.72,1,1,0,3,8.05,87.11,56.1,61.7,1,2023-02-28
Insurance,Web Application,Critical,Low,Software Engineer,9,203.5,48,Low,90.0,100.0,90.0,51.58,0,1,2,5,12.17,88.6,81.7,56.9,1,2023-02-28
Insurance,UI/UX,Advanced,Low,Business Analyst,4,318.7,76,Medium,33.33,0.0,33.33,100.0,0,0,6,4,41.39,70.69,61.2,67.3,1,2023-02-28
Insurance,UI/UX,Advanced,Low,Business Analyst,4,318.7,76,Medium,66.67,100.0,66.67,100.0,0,1,0,1,25.49,83.76,30.0,50.8,0,2023-02-28
E-commerce,Cybersecurity,Moderate,Critical,Systems Administrator,10,169.9,55,Urgent,33.33,0.0,33.33,91.52,1,0,6,4,41.38,67.8,72.5,76.0,0,2023-02-28
Government,Infrastructure,Advanced,High,Systems Administrator,6,233.8,62,High,50.0,33.33,16.67,33.59,0,0,0,1,8.23,83.83,20.0,49.0,0,2023-02-28
Government,Infrastructure,Advanced,High,Systems Administrator,6,233.8,62,High,50.0,66.67,33.33,100.0,0,0,3,5,30.69,67.2,66.9,85.5,1,2023-02-28
Government,Infrastructure,Advanced,High,Systems Administrator,6,233.8,62,High,16.67,0.0,0.0,46.51,0,0,1,1,27.71,69.34,20.0,61.8,0,2023-02-28
E-commerce,Cybersecurity,Moderate,Critical,Systems Administrator,10,169.9,55,Urgent,66.67,100.0,66.67,100.0,0,0,7,5,53.84,54.73,75.4,80.5,0,2023-02-28
E-commerce,Cybersecurity,Moderate,Critical,Systems Administrator,10,169.9,55,Urgent,66.67,100.0,0.0,51.34,0,0,3,3,62.44,46.68,43.8,52.3,0,2023-02-28
Banking,DevOps,Basic,Medium,Cloud Engineer,11,53.9,10,Medium,33.33,50.0,16.67,90.43,0,0,0,3,66.64,52.08,48.0,50.4,1,2023-02-28
Government,Infrastructure,Advanced,High,Systems Administrator,6,233.8,62,High,83.33,66.67,16.67,91.09,0,1,1,1,100.0,13.91,29.7,43.4,0,2023-02-28
E-commerce,Cybersecurity,Moderate,Critical,Systems Administrator,10,169.9,55,Urgent,66.67,100.0,0.0,49.85,1,1,2,2,48.88,60.39,38.1,63.8,0,2023-02-28
E-commerce,Cybersecurity,Moderate,Critical,Systems Administrator,10,169.9,55,Urgent,66.67,100.0,66.67,51.34,0,0,4,5,37.25,67.35,78.4,89.4,1,2023-02-28
E-commerce,Cybersecurity,Moderate,Critical,Systems Administrator,10,169.9,55,Urgent,33.33,0.0,0.0,100.0,1,0,3,1,15.17,85.15,32.8,42.5,0,2023-02-28
E-commerce,Cybersecurity,Moderate,Critical,Systems Administrator,10,169.9,55,Urgent,0.0,0.0,0.0,100.0,0,1,8,4,28.83,77.58,72.6,60.4,0,2023-02-28
Banking,DevOps,Basic,Medium,Cloud Engineer,11,53.9,10,Medium,100.0,100.0,100.0,100.0,0,1,6,5,42.51,65.01,71.3,82.8,1,2023-02-28
Healthcare,DevOps,Advanced,Medium,Cloud Engineer,5,184.2,50,Low,40.0,33.33,40.0,100.0,0,0,1,2,29.01,70.66,44.4,63.1,0,2023-03-01
Healthcare,DevOps,Advanced,Medium,Cloud Engineer,5,184.2,50,Low,10.0,0.0,10.0,80.82,0,1,8,4,68.7,45.47,73.4,58.2,0,2023-03-01
Insurance,Reporting,Advanced,Medium,BI Developer,8,268.6,83,Medium,50.0,60.0,30.0,22.28,0,0,1,2,11.06,86.86,36.9,49.9,0,2023-03-01
Insurance,Reporting,Advanced,Medium,BI Developer,8,268.6,83,Medium,60.0,60.0,40.0,100.0,0,1,1,4,26.98,83.35,72.0,74.2,1,2023-03-01
Healthcare,DevOps,Advanced,Medium,Cloud Engineer,5,184.2,50,Low,80.0,66.67,80.0,100.0,0,1,3,2,93.54,22.43,56.0,59.5,0,2023-03-01
Government,Enterprise Architecture,Advanced,Medium,Project Manager,7,226.1,56,Medium,40.0,0.0,0.0,100.0,0,0,2,1,18.54,80.96,42.1,43.3,0,2023-03-01
Healthcare,Testing/QA,Critical,High,Software Engineer,7,345.9,82,High,33.33,50.0,0.0,74.42,0,0,1,2,26.21,74.61,31.3,61.5,0,2023-03-01
SaaS,Web Application,Basic,Low,UI Developer,3,94.2,25,Low,62.5,100.0,62.5,100.0,0,1,2,4,83.19,23.68,54.9,63.0,1,2023-03-01
SaaS,Web Application,Basic,Low,UI Developer,3,94.2,25,Low,25.0,0.0,25.0,100.0,0,0,5,3,15.34,81.0,45.0,48.2,0,2023-03-01
SaaS,Web Application,Basic,Low,UI Developer,3,94.2,25,Low,75.0,100.0,75.0,100.0,0,0,0,4,26.79,81.75,57.5,62.7,1,2023-03-01
Healthcare,DevOps,Advanced,Medium,Cloud Engineer,5,184.2,50,Low,40.0,33.33,30.0,30.97,0,0,2,1,73.23,42.29,27.3,42.5,0,2023-03-01
Healthcare,Testing/QA,Critical,High,Software Engineer,7,345.9,82,High,83.33,100.0,66.67,100.0,1,0,2,5,20.98,81.01,72.8,73.3,1,2023-03-01
Healthcare,Testing/QA,Critical,High,Software Engineer,7,345.9,82,High,66.67,75.0,16.67,31.4,1,0,2,4,22.83,79.07,67.7,60.5,1,2023-03-01
Government,Enterprise Architecture,Advanced,Medium,Project Manager,7,226.1,56,Medium,20.0,0.0,20.0,48.33,0,0,2,4,43.08,70.35,74.9,68.7,0,2023-03-01
Government,Enterprise Architecture,Advanced,Medium,Project Manager,7,226.1,56,Medium,40.0,0.0,40.0,100.0,0,0,6,2,32.38,71.5,47.8,43.9,0,2023-03-01
Government,Enterprise Architecture,Advanced,Medium,Project Manager,7,226.1,56,Medium,20.0,50.0,20.0,100.0,0,0,3,3,42.89,71.37,68.3,57.6,0,2023-03-01
Government,Enterprise Architecture,Advanced,Medium,Project Manager,7,226.1,56,Medium,40.0,0.0,20.0,28.33,0,0,2,3,58.07,51.75,41.0,53.0,0,2023-03-01
E-commerce,Database Migration,Basic,Low,Database Administrator,6,113.4,23,High,0.0,0.0,0.0,100.0,0,0,4,1,15.16,78.0,22.8,50.0,0,2023-03-01
E-commerce,Database Migration,Basic,Low,Database Administrator,6,113.4,23,High,20.0,0.0,20.0,100.0,0,0,0,2,41.76,61.4,28.4,35.1,0,2023-03-01
E-commerce,Database Migration,Basic,Low,Database Administrator,6,113.4,23,High,60.0,100.0,60.0,100.0,0,1,0,1,29.04,78.89,20.0,40.8,1,2023-03-01
E-commerce,Database Migration,Basic,Low,Database Administrator,6,113.4,23,High,40.0,0.0,40.0,100.0,0,1,3,3,59.77,48.8,53.6,58.7,0,2023-03-01
E-commerce,Database Migration,Basic,Low,Database Administrator,6,113.4,23,High,60.0,100.0,60.0,100.0,0,1,2,3,100.0,14.09,47.7,59.8,1,2023-03-01
Manufacturing,Reporting,Moderate,Low,BI Developer,8,143.9,38,Medium,42.86,0.0,42.86,100.0,0,0,0,1,22.64,76.08,22.6,39.0,0,2023-03-01
Manufacturing,Reporting,Moderate,Low,BI Developer,8,143.9,38,Medium,0.0,0.0,0.0,100.0,0,0,2,4,35.39,73.29,76.4,71.5,1,2023-03-01
Manufacturing,Reporting,Moderate,Low,BI Developer,8,143.9,38,Medium,42.86,100.0,42.86,100.0,0,0,1,5,8.61,87.41,76.0,86.5,1,2023-03-01
Manufacturing,Reporting,Moderate,Low,BI Developer,8,143.9,38,Medium,42.86,100.0,42.86,100.0,0,0,3,4,37.26,71.98,54.6,65.4,1,2023-03-01
Manufacturing,Reporting,Moderate,Low,BI Developer,8,143.9,38,Medium,71.43,100.0,57.14,100.0,0,1,2,1,20.59,80.06,32.7,40.5,1,2023-03-01
Manufacturing,Reporting,Moderate,Low,BI Developer,8,143.9,38,Medium,71.43,100.0,57.14,12.66,0,1,0,1,22.49,86.16,31.5,54.2,0,2023-03-01
Manufacturing,Reporting,Moderate,Low,BI Developer,8,143.9,38,Medium,28.57,0.0,28.57,100.0,1,0,0,2,8.8,81.98,40.0,47.5,0,2023-03-01
Insurance,Reporting,Advanced,Medium,BI Developer,8,268.6,83,Medium,10.0,20.0,0.0,88.24,0,0,0,1,26.39,74.69,32.6,49.9,0,2023-03-01
Insurance,Reporting,Advanced,Medium,BI Developer,8,268.6,83,Medium,50.0,60.0,30.0,100.0,0,1,3,2,35.4,68.98,35.5,49.0,0,2023-03-01
Healthcare,Testing/QA,Critical,High,Software Engineer,7,345.9,82,High,33.33,25.0,33.33,86.05,0,0,4,5,32.19,68.56,80.4,77.0,0,2023-03-01
Healthcare,Testing/QA,Critical,High,Software Engineer,7,345.9,82,High,50.0,75.0,0.0,25.58,0,0,1,2,18.72,78.36,33.2,46.2,0,2023-03-01
Healthcare,Testing/QA,Critical,High,Software Engineer,7,345.9,82,High,33.33,25.0,0.0,100.0,1,0,4,3,29.02,71.52,47.3,62.6,0,2023-03-01
Government,Enterprise Architecture,Advanced,Medium,Project Manager,7,226.1,56,Medium,0.0,0.0,0.0,100.0,1,1,12,3,69.63,42.41,56.0,56.6,0,2023-03-01
Manufacturing,Mobile Application,Advanced,High,Software Engineer,9,231.1,67,High,33.33,25.0,16.67,18.42,0,0,1,4,58.94,44.8,51.3,74.5,0,2023-03-01
SaaS,Data Analytics,Moderate,High,Business Analyst,9,258.7,71,Medium,50.0,50.0,30.0,100.0,0,1,2,5,60.46,53.28,81.5,72.6,0,2023-03-01
Manufacturing,Mobile Application,Advanced,High,Software Engineer,9,231.1,67,High,16.67,0.0,16.67,39.39,0,1,4,1,37.82,66.4,24.0,42.8,0,2023-03-01
Manufacturing,Mobile Application,Advanced,High,Software Engineer,9,231.1,67,High,50.0,25.0,33.33,41.93,0,0,0,4,7.87,89.8,61.3,70.2,1,2023-03-01
Manufacturing,Mobile Application,Advanced,High,Software Engineer,9,231.1,67,High,100.0,100.0,33.33,52.73,0,0,0,2,4.68,93.78,45.9,51.3,1,2023-03-01
SaaS,Data Analytics,Moderate,High,Business Analyst,9,258.7,71,Medium,80.0,100.0,20.0,30.94,0,1,0,1,14.6,86.83,33.2,49.3,0,2023-03-01
SaaS,Data Analytics,Moderate,High,Business Analyst,9,258.7,71,Medium,50.0,83.33,20.0,46.42,0,0,3,2,20.77,74.72,40.6,62.5,0,2023-03-01
Manufacturing,Mobile Application,Advanced,High,Software Engineer,9,231.1,67,High,83.33,75.0,0.0,25.41,1,0,0,1,16.5,85.85,26.7,41.9,0,2023-03-01
SaaS,Data Analytics,Moderate,High,Business Analyst,9,258.7,71,Medium,80.0,83.33,30.0,47.23,0,0,2,4,49.24,56.25,65.7,61.1,1,2023-03-01
Insurance,Reporting,Advanced,Medium,BI Developer,8,268.6,83,Medium,60.0,60.0,50.0,100.0,0,0,1,3,33.72,78.64,58.5,56.6,1,2023-03-01
Insurance,Reporting,Advanced,Medium,BI Developer,8,268.6,83,Medium,30.0,40.0,20.0,100.0,1,0,0,1,4.0,97.17,41.5,47.7,0,2023-03-01
Insurance,Reporting,Advanced,Medium,BI Developer,8,268.6,83,Medium,60.0,60.0,40.0,22.28,0,1,1,1,33.53,71.72,25.7,43.9,0,2023-03-01
Insurance,Reporting,Advanced,Medium,BI Developer,8,268.6,83,Medium,40.0,60.0,20.0,100.0,0,1,5,4,25.09,73.07,52.5,62.4,1,2023-03-01
SaaS,Data Analytics,Moderate,High,Business Analyst,9,258.7,71,Medium,80.0,100.0,80.0,100.0,0,0,2,5,18.9,77.09,80.8,81.8,0,2023-03-01
SaaS,Data Analytics,Moderate,High,Business Analyst,9,258.7,71,Medium,10.0,0.0,10.0,62.7,1,1,2,2,28.29,80.12,39.1,49.4,0,2023-03-01
Manufacturing,Mobile Application,Advanced,High,Software Engineer,9,231.1,67,High,50.0,50.0,0.0,1.27,0,0,0,1,13.12,88.4,35.1,40.2,0,2023-03-01
Manufacturing,Mobile Application,Advanced,High,Software Engineer,9,231.1,67,High,50.0,50.0,16.67,92.12,1,0,4,3,66.32,44.05,64.0,77.0,0,2023-03-01
Manufacturing,Mobile Application,Advanced,High,Software Engineer,9,231.1,67,High,33.33,0.0,33.33,61.63,0,0,2,5,65.89,49.16,84.1,94.5,1,2023-03-01
SaaS,Data Analytics,Moderate,High,Business Analyst,9,258.7,71,Medium,80.0,100.0,40.0,100.0,1,1,2,5,42.13,66.75,72.3,82.1,1,2023-03-01
Manufacturing,Mobile Application,Advanced,High,Software Engineer,9,231.1,67,High,50.0,50.0,16.67,100.0,0,1,7,2,80.28,31.07,40.7,48.8,0,2023-03-01
Manufacturing,Mobile Application,Advanced,High,Software Engineer,9,231.1,67,High,33.33,25.0,16.67,38.75,0,0,0,1,11.06,88.54,31.7,30.6,0,2023-03-01
SaaS,Data Analytics,Moderate,High,Business Analyst,9,258.7,71,Medium,90.0,100.0,30.0,92.83,1,1,4,3,29.58,69.74,41.6,70.2,0,2023-03-01
SaaS,Data Analytics,Moderate,High,Business Analyst,9,258.7,71,Medium,60.0,100.0,10.0,100.0,0,1,1,5,29.94,73.13,70.8,67.4,1,2023-03-01
Logistics,Fraud Detection,Advanced,High,Security Analyst,6,332.8,113,Urgent,33.33,50.0,0.0,100.0,0,0,0,5,14.99,89.02,79.6,79.8,1,2023-03-02
Logistics,Fraud Detection,Advanced,High,Security Analyst,6,332.8,113,Urgent,33.33,50.0,0.0,52.04,1,1,2,3,55.45,49.11,43.3,67.6,0,2023-03-02
Logistics,Fraud Detection,Advanced,High,Security Analyst,6,332.8,113,Urgent,66.67,100.0,33.33,100.0,0,1,1,4,71.86,39.81,69.2,56.8,0,2023-03-02
E-commerce,Cybersecurity,Moderate,Medium,Security Engineer,4,91.8,20,Medium,66.67,100.0,66.67,100.0,1,0,0,4,4.0,89.12,57.0,73.8,1,2023-03-02
Technology,DevOps,Critical,High,DevOps Engineer,12,344.5,75,High,20.0,50.0,0.0,16.7,0,1,0,4,15.92,88.73,65.3,67.1,0,2023-03-02
Technology,DevOps,Critical,High,DevOps Engineer,12,344.5,75,High,40.0,50.0,20.0,72.2,1,1,1,1,23.61,78.68,28.2,31.9,0,2023-03-02
Technology,DevOps,Critical,High,DevOps Engineer,12,344.5,75,High,40.0,100.0,20.0,100.0,0,1,2,3,19.29,83.35,62.5,47.5,1,2023-03-02
Logistics,Fraud Detection,Advanced,High,Security Analyst,6,332.8,113,Urgent,0.0,0.0,0.0,100.0,0,0,3,1,22.85,73.4,20.0,46.7,0,2023-03-02
Logistics,Fraud Detection,Advanced,High,Security Analyst,6,332.8,113,Urgent,66.67,100.0,33.33,59.29,0,1,2,5,16.11,85.47,77.6,91.1,1,2023-03-02
Technology,DevOps,Critical,High,DevOps Engineer,12,344.5,75,High,60.0,50.0,40.0,65.73,1,1,6,5,20.6,78.77,76.7,87.1,1,2023-03-02
Logistics,Fraud Detection,Advanced,High,Security Analyst,6,332.8,113,Urgent,0.0,0.0,0.0,79.71,0,0,1,5,24.54,80.23,67.0,76.6,0,2023-03-02
Technology,DevOps,Critical,High,DevOps Engineer,12,344.5,75,High,40.0,50.0,20.0,52.26,0,0,0,4,23.79,80.98,63.7,61.6,0,2023-03-02
Technology,DevOps,Critical,High,DevOps Engineer,12,344.5,75,High,40.0,50.0,20.0,57.65,0,0,0,3,6.93,84.02,51.1,54.5,0,2023-03-02
Technology,DevOps,Critical,High,DevOps Engineer,12,344.5,75,High,40.0,50.0,20.0,28.02,1,0,2,2,20.96,75.51,30.1,33.0,0,2023-03-02
E-commerce,Cybersecurity,Moderate,Medium,Security Engineer,4,91.8,20,Medium,66.67,100.0,66.67,100.0,0,0,0,2,13.87,85.07,33.9,42.4,0,2023-03-02
Technology,DevOps,Critical,High,DevOps Engineer,12,344.5,75,High,20.0,0.0,20.0,100.0,1,0,7,3,36.88,68.36,59.4,57.0,0,2023-03-02
Technology,DevOps,Critical,High,DevOps Engineer,12,344.5,75,High,60.0,50.0,40.0,50.11,0,1,4,5,23.77,74.37,77.9,84.1,1,2023-03-02
Technology,DevOps,Critical,High,DevOps Engineer,12,344.5,75,High,40.0,50.0,20.0,89.44,1,0,4,5,17.62,86.65,88.6,83.7,0,2023-03-02
E-commerce,Cybersecurity,Moderate,Medium,Security Engineer,4,91.8,20,Medium,0.0,0.0,0.0,5.68,0,1,2,1,6.74,84.38,26.1,60.7,0,2023-03-02
Logistics,Fraud Detection,Advanced,High,Data Scientist,7,178.8,51,Low,80.0,80.0,30.0,5.45,0,1,1,1,17.99,83.44,28.6,53.7,0,2023-03-03
Logistics,Fraud Detection,Advanced,High,Data Scientist,7,178.8,51,Low,50.0,40.0,50.0,100.0,0,0,0,5,17.81,84.94,69.3,61.3,1,2023-03-03
Travel,API Development,Advanced,Medium,Technical Lead,3,267.0,83,Medium,0.0,0.0,0.0,100.0,0,1,10,5,34.08,71.47,79.3,71.6,1,2023-03-03
Travel,API Development,Advanced,Medium,Technical Lead,3,267.0,83,Medium,100.0,100.0,100.0,100.0,0,1,1,1,14.61,81.76,35.3,37.9,1,2023-03-03
Healthcare,UI/UX,Advanced,Critical,Frontend Developer,8,273.7,86,High,0.0,0.0,0.0,40.36,0,0,4,2,21.9,73.57,33.9,72.7,0,2023-03-03
Logistics,Fraud Detection,Advanced,High,Data Scientist,7,178.8,51,Low,70.0,60.0,40.0,82.43,1,1,3,4,77.09,27.25,59.5,70.2,1,2023-03-03
Logistics,Fraud Detection,Advanced,High,Data Scientist,7,178.8,51,Low,20.0,20.0,10.0,27.25,1,0,0,5,28.47,71.75,66.0,74.8,0,2023-03-03
Healthcare,UI/UX,Advanced,Critical,Frontend Developer,8,273.7,86,High,20.0,0.0,0.0,50.0,0,0,1,1,45.88,58.96,21.4,51.7,0,2023-03-03
Media,API Development,Basic,Low,Software Engineer,9,79.5,18,Low,33.33,100.0,33.33,100.0,0,1,2,4,37.08,66.97,57.5,56.1,1,2023-03-03
Media,API Development,Basic,Low,Software Engineer,9,79.5,18,Low,33.33,100.0,33.33,100.0,0,1,6,4,65.22,48.25,72.5,76.0,1,2023-03-03
Media,API Development,Basic,Low,Software Engineer,9,79.5,18,Low,16.67,100.0,16.67,100.0,0,1,1,1,45.88,58.96,21.4,51.7,0,2023-03-03
Media,API Development,Basic,Low,Software Engineer,9,79.5,18,Low,50.0,100.0,33.33,100.0,1,0,3,3,67.51,38.36,54.1,63.5,0,2023-03-03
Healthcare,UI/UX,Advanced,Critical,Frontend Developer,8,273.7,86,High,20.0,50.0,0.0,24.7,0,0,0,4,17.06,83.01,59.8,76.4,0,2023-03-03
Logistics,Fraud Detection,Advanced,High,Data Scientist,7,178.8,51,Low,20.0,20.0,10.0,19.07,0,0,1,3,59.54,52.66,56.9,61.9,0,2023-03-03
SaaS,DevOps,Critical,Critical,DevOps Engineer,10,422.1,132,High,57.14,80.0,0.0,68.52,1,1,3,4,14.99,82.69,51.1,65.0,0,2023-03-03
Media,API Development,Basic,Low,Software Engineer,9,79.5,18,Low,66.67,100.0,66.67,100.0,0,1,3,3,66.93,38.82,46.0,59.8,1,2023-03-03
SaaS,DevOps,Critical,Critical,DevOps Engineer,10,422.1,132,High,14.29,20.0,0.0,100.0,0,0,9,1,32.38,67.33,22.6,41.9,0,2023-03-03
SaaS,DevOps,Critical,Critical,DevOps Engineer,10,422.1,132,High,42.86,40.0,14.29,65.31,1,1,0,4,34.13,70.6,71.9,78.7,0,2023-03-03
SaaS,DevOps,Critical,Critical,DevOps Engineer,10,422.1,132,High,14.29,20.0,0.0,58.89,0,0,0,1,35.59,70.9,21.5,41.5,0,2023-03-03
SaaS,DevOps,Critical,Critical,DevOps Engineer,10,422.1,132,High,42.86,40.0,0.0,75.48,0,0,3,3,39.51,64.23,50.5,63.2,0,2023-03-03
Healthcare,UI/UX,Advanced,Critical,Frontend Developer,8,273.7,86,High,20.0,50.0,0.0,54.82,1,0,2,5,19.65,77.63,64.6,68.3,1,2023-03-03
Healthcare,UI/UX,Advanced,Critical,Frontend Developer,8,273.7,86,High,80.0,100.0,60.0,100.0,0,0,1,5,19.83,75.9,75.6,87.6,1,2023-03-03
Energy,Automation,Critical,Medium,Integration Engineer,8,581.0,137,Medium,0.0,0.0,0.0,28.48,0,1,0,5,8.06,86.7,71.2,78.4,0,2023-03-03
SaaS,DevOps,Critical,Critical,DevOps Engineer,10,422.1,132,High,57.14,80.0,14.29,64.78,1,1,4,5,23.01,71.3,67.3,85.6,1,2023-03-03
Logistics,Fraud Detection,Advanced,High,Data Scientist,7,178.8,51,Low,60.0,40.0,30.0,74.93,0,1,4,2,19.84,77.33,38.7,48.1,1,2023-03-03
Energy,Automation,Critical,Medium,Integration Engineer,8,581.0,137,Medium,66.67,100.0,0.0,5.7,0,1,0,3,10.3,92.03,46.3,58.9,0,2023-03-03
Energy,Automation,Critical,Medium,Integration Engineer,8,581.0,137,Medium,33.33,0.0,0.0,100.0,1,1,9,1,42.5,64.72,37.6,36.6,0,2023-03-03
Energy,Automation,Critical,Medium,Integration Engineer,8,581.0,137,Medium,33.33,0.0,0.0,26.58,0,1,2,1,37.82,67.96,20.0,32.5,0,2023-03-03
Logistics,Fraud Detection,Advanced,High,Data Scientist,7,178.8,51,Low,70.0,80.0,40.0,73.57,0,1,6,3,45.69,64.85,55.8,59.1,0,2023-03-03
Logistics,Fraud Detection,Advanced,High,Data Scientist,7,178.8,51,Low,20.0,20.0,0.0,77.66,1,0,4,1,31.83,68.86,21.3,36.0,0,2023-03-03
SaaS,DevOps,Critical,Critical,DevOps Engineer,10,422.1,132,High,85.71,100.0,28.57,40.69,0,1,3,5,41.2,64.82,62.2,88.3,1,2023-03-03
SaaS,DevOps,Critical,Critical,DevOps Engineer,10,422.1,132,High,14.29,0.0,0.0,76.55,1,0,2,1,100.0,9.97,37.2,40.4,0,2023-03-03
Retail,Digital Transformation,Advanced,Critical,Solution Architect,5,195.9,75,Urgent,88.89,100.0,0.0,4.11,0,1,0,1,14.43,87.39,20.0,30.5,0,2023-03-03
Media,API Development,Basic,Low,Software Engineer,9,79.5,18,Low,66.67,100.0,66.67,100.0,1,1,5,4,57.67,52.7,68.3,65.6,1,2023-03-03
Energy,Automation,Critical,Medium,Integration Engineer,8,581.0,137,Medium,33.33,0.0,0.0,1.27,0,1,0,3,7.12,92.06,46.5,42.5,0,2023-03-03
Energy,Automation,Critical,Medium,Integration Engineer,8,581.0,137,Medium,33.33,0.0,33.33,100.0,0,0,7,1,26.58,77.81,30.8,52.7,0,2023-03-03
Energy,Automation,Critical,Medium,Integration Engineer,8,581.0,137,Medium,33.33,0.0,33.33,9.49,1,0,2,4,28.67,77.81,54.3,68.2,0,2023-03-03
Energy,Automation,Critical,Medium,Integration Engineer,8,581.0,137,Medium,100.0,100.0,33.33,100.0,1,1,5,3,22.65,82.42,69.7,67.2,0,2023-03-03
Retail,Digital Transformation,Advanced,Critical,Solution Architect,5,195.9,75,Urgent,22.22,33.33,11.11,100.0,0,1,3,5,62.53,45.4,76.0,81.7,0,2023-03-03
Retail,Digital Transformation,Advanced,Critical,Solution Architect,5,195.9,75,Urgent,88.89,83.33,66.67,69.33,0,1,3,5,10.85,83.57,72.9,73.3,1,2023-03-03
Retail,Digital Transformation,Advanced,Critical,Solution Architect,5,195.9,75,Urgent,88.89,83.33,22.22,14.1,1,1,0,3,15.74,84.54,45.7,67.1,1,2023-03-03
Retail,Digital Transformation,Advanced,Critical,Solution Architect,5,195.9,75,Urgent,55.56,66.67,22.22,100.0,0,1,2,4,22.65,76.1,64.5,67.8,0,2023-03-03
SaaS,DevOps,Critical,Critical,DevOps Engineer,10,422.1,132,High,14.29,20.0,0.0,49.79,0,1,2,3,35.02,77.25,54.7,52.6,0,2023-03-03
Media,Monitoring,Advanced,High,Support Engineer,9,246.4,73,High,80.0,75.0,50.0,93.87,1,1,7,3,100.0,15.3,62.2,65.9,0,2023-03-03
Media,Monitoring,Advanced,High,Support Engineer,9,246.4,73,High,90.0,75.0,60.0,14.65,1,1,0,5,18.35,82.9,67.0,84.8,0,2023-03-03
Media,API Development,Basic,Low,Software Engineer,9,79.5,18,Low,66.67,100.0,66.67,100.0,0,1,2,4,82.31,31.52,59.6,68.4,0,2023-03-03
Media,API Development,Basic,Low,Software Engineer,9,79.5,18,Low,16.67,0.0,0.0,100.0,0,1,0,3,15.92,82.83,39.4,54.9,0,2023-03-03
Media,Monitoring,Advanced,High,Support Engineer,9,246.4,73,High,20.0,50.0,0.0,27.3,0,1,0,3,18.56,83.31,40.8,68.9,0,2023-03-03
Media,Monitoring,Advanced,High,Support Engineer,9,246.4,73,High,60.0,50.0,40.0,87.88,0,1,0,4,77.2,37.34,62.4,71.0,0,2023-03-03
Media,Monitoring,Advanced,High,Support Engineer,9,246.4,73,High,0.0,0.0,0.0,29.96,0,1,2,4,69.66,47.87,60.8,66.3,0,2023-03-03
SaaS,Web Application,Basic,Low,Frontend Developer,5,102.2,23,Low,100.0,100.0,100.0,100.0,0,0,2,4,69.77,43.3,63.0,68.5,0,2023-03-03
SaaS,Web Application,Basic,Low,Frontend Developer,5,102.2,23,Low,100.0,100.0,100.0,100.0,0,0,1,4,52.86,55.29,60.4,63.2,1,2023-03-03
SaaS,Web Application,Basic,Low,Frontend Developer,5,102.2,23,Low,100.0,100.0,100.0,100.0,0,0,1,2,16.1,80.98,37.1,69.1,1,2023-03-03
SaaS,Web Application,Basic,Low,Frontend Developer,5,102.2,23,Low,33.33,100.0,33.33,100.0,0,0,2,2,95.52,13.77,44.2,61.2,1,2023-03-03
Media,API Development,Basic,Low,Software Engineer,9,79.5,18,Low,16.67,0.0,16.67,100.0,0,1,5,4,41.58,69.18,63.7,84.9,1,2023-03-03
Energy,Automation,Critical,Medium,Integration Engineer,8,581.0,137,Medium,33.33,0.0,0.0,100.0,0,1,0,1,11.42,88.2,25.4,30.1,0,2023-03-03
Media,Monitoring,Advanced,High,Support Engineer,9,246.4,73,High,50.0,50.0,30.0,100.0,0,1,4,4,60.38,50.23,67.3,66.7,0,2023-03-03
Media,Monitoring,Advanced,High,Support Engineer,9,246.4,73,High,80.0,100.0,40.0,100.0,1,1,9,4,30.5,70.69,69.3,68.1,1,2023-03-03
Media,Monitoring,Advanced,High,Support Engineer,9,246.4,73,High,90.0,100.0,50.0,85.22,1,1,1,4,53.84,54.06,54.4,84.2,1,2023-03-03
Media,Monitoring,Advanced,High,Support Engineer,9,246.4,73,High,10.0,0.0,10.0,38.62,0,0,2,5,55.33,56.11,69.1,66.4,0,2023-03-03
