employee_id,Department,Job_Title,Years_At_Company,Education_Level,Performance_Score,Projects_Handled,esco_occupation,reliability_score,collaboration_score,critical_project_experience,capacity_week,baseline_load,esco_occupation_uri,isco_group,domain_experience,skill_count,assignments_in_dataset
50029,IT,Analyst,6,High School,1,34,ICT test analyst,28.6,42.2,2,60.697459584295615,0.7416326530612246,http://data.europa.eu/esco/occupation/0ab5c12c-c1c1-4772-8345-aa287d0e391d,2519,E-commerce|Education|SaaS,16,0
99452,IT,Analyst,3,Bachelor,5,32,ICT disaster recovery analyst,74.6,79.9,4,42.54272517321016,0.46418367346938777,http://data.europa.eu/esco/occupation/102e75c8-3b47-4964-9b47-30a980aed25c,2519,Manufacturing,34,7
21014,Engineering,Technician,7,High School,3,20,microsystem engineering technician,70.3,54.0,4,47.00230946882217,0.43448979591836734,http://data.europa.eu/esco/occupation/26e1add0-da3f-4ed6-aa91-791cb550146f,3114,FinTech|Retail,26,0
94406,Operations,Technician,7,High School,4,14,call centre quality auditor,77.7,71.7,2,35.38568129330254,0.21714285714285717,http://data.europa.eu/esco/occupation/580c98d4-fb97-4597-864c-54140f058f1b,3341,Logistics|Retail|Technology,28,0
74411,Sales,Developer,7,PhD,5,46,ICT account manager,81.5,82.3,11,56.46189376443418,0.9063265306122449,http://data.europa.eu/esco/occupation/89b85c45-ddc7-4fe1-be5a-d3db2be11f3b,2434,E-commerce|Energy|Travel,31,0
24877,Sales,Consultant,6,Bachelor,2,19,ICT vendor relationship manager,48.5,45.7,1,56.697459584295615,0.513265306122449,http://data.europa.eu/esco/occupation/e8bbc7fd-cfa2-406f-a664-57e5024cfbc5,1330,Insurance|Manufacturing|Media,23,2
96934,Engineering,Analyst,8,Bachelor,5,43,software analyst,69.9,70.3,6,42.00230946882217,0.6176530612244898,http://data.europa.eu/esco/occupation/04ba4d6c-957d-417f-bf63-5b9e015a9f86,2512,Media|SaaS|Technology,65,7
49348,Customer Support,Engineer,4,Bachelor,1,10,after-sales service technician,34.4,50.1,2,50.07852193995381,0.38224489795918365,http://data.europa.eu/esco/occupation/98e58946-3227-4f6c-a5d1-5892fe76883d,2433,FinTech|Insurance|Telecom,22,1
77933,HR,Engineer,6,Bachelor,2,20,ICT trainer,34.5,64.8,1,51.15473441108545,0.5244897959183673,http://data.europa.eu/esco/occupation/9e657046-67ce-4e16-ab2e-ddb918638910,2356,Banking|Education|Retail,31,0
21074,Engineering,Engineer,2,Bachelor,4,1,energy systems engineer,60.8,62.5,0,49.15704387990762,0.23622448979591837,http://data.europa.eu/esco/occupation/1ff61522-8947-4c95-b589-cb0e0539a62b,2149,Healthcare,53,1
85577,IT,Engineer,8,Bachelor,5,28,integration engineer,81.0,86.8,4,40.23325635103926,0.4192857142857143,http://data.europa.eu/esco/occupation/07e60525-1aad-4099-aaf3-2c7014c92212,2511,Banking|FinTech|Manufacturing,57,14
38296,Engineering,Analyst,4,Bachelor,1,14,ICT system analyst,27.0,45.4,0,48.08083140877598,0.3521428571428572,http://data.europa.eu/esco/occupation/a6a0b60f-08da-4faa-bf54-942987efb471,2511,FinTech|SaaS|Technology,44,5
81516,Operations,Engineer,0,Master,3,0,logistics engineer,39.8,72.9,0,40.77136258660508,0.12000000000000001,http://data.europa.eu/esco/occupation/c4071145-a774-4cf4-aefa-ae18a385cca4,2149,E-commerce|Healthcare|Media|Retail,19,1
18847,Engineering,Analyst,2,High School,3,29,software analyst,63.2,57.1,4,36.23094688221709,0.4155102040816327,http://data.europa.eu/esco/occupation/04ba4d6c-957d-417f-bf63-5b9e015a9f86,2512,FinTech,48,11
63036,Marketing,Technician,1,Bachelor,3,2,advertising assistant,49.9,54.3,0,36.00230946882217,0.06744897959183674,http://data.europa.eu/esco/occupation/54cba39a-5bb8-4e4c-89cd-d6097d3c6c3a,4419,Manufacturing,14,0
23663,Legal,Developer,9,Master,2,22,legal consultant,36.9,51.6,3,36.6189376443418,0.2769387755102041,http://data.europa.eu/esco/occupation/31854d78-3615-43a4-aa3a-c597ecb20ceb,2619,Education|Insurance|Technology,22,1
83223,Customer Support,Technician,6,Bachelor,3,33,call centre agent,44.5,63.3,6,55.466512702078525,0.6554081632653062,http://data.europa.eu/esco/occupation/0ededdc2-050a-4ec3-8e70-6295105fcd19,5244,Banking|Healthcare|Insurance,21,0
44831,Operations,Engineer,0,High School,4,14,process engineer,69.0,77.5,0,47.69515011547344,0.36714285714285716,http://data.europa.eu/esco/occupation/b5eaf231-77ad-4a86-8e54-15cc4398aad2,2141,Healthcare|Logistics|Travel,21,1
92605,IT,Developer,2,Master,5,13,database developer,65.1,66.1,2,58.6189376443418,0.5059183673469388,http://data.europa.eu/esco/occupation/b11e1742-5e28-4270-b081-b0193d85ee7d,2521,Technology,70,4
4119,HR,Manager,6,High School,1,44,employer branding manager,35.6,54.3,2,56.23325635103926,0.8388775510204082,http://data.europa.eu/esco/occupation/133ab775-f08d-4bc7-8629-89d286180f4e,2431,Energy|Government|Insurance,13,1
5493,Operations,Technician,5,Bachelor,4,32,sales processor,60.1,62.8,1,42.15473441108545,0.5241836734693878,http://data.europa.eu/esco/occupation/73357956-f607-4baa-9ce6-03beb9b39da2,5223,Manufacturing|Technology,26,0
71355,Marketing,Technician,8,Bachelor,4,4,advertising assistant,71.2,60.2,1,62.6189376443418,0.46489795918367344,http://data.europa.eu/esco/occupation/54cba39a-5bb8-4e4c-89cd-d6097d3c6c3a,4419,Banking,18,0
57043,IT,Manager,3,Master,2,4,ICT business analysis manager,36.1,58.7,0,57.00230946882217,0.4048979591836735,http://data.europa.eu/esco/occupation/4b3201cb-ffc5-4f61-9fc3-5c0f0038fa5f,2511,E-commerce,24,9
87843,Engineering,Manager,7,Bachelor,4,6,ICT product manager,57.6,49.3,1,46.92378752886836,0.3073469387755102,http://data.europa.eu/esco/occupation/a79170ad-0b7b-4697-864f-1748359aa10a,1330,Government|Telecom,39,3
59955,Operations,Manager,4,PhD,1,20,operations manager,34.0,34.7,3,33.69284064665127,0.26948979591836736,http://data.europa.eu/esco/occupation/c6bd511a-d966-4df9-a48e-4f800354f268,1321,E-commerce|Manufacturing|Retail,52,4
24066,IT,Manager,8,Bachelor,2,12,ICT quality assurance manager,37.1,49.9,3,48.92609699769053,0.35969387755102045,http://data.europa.eu/esco/occupation/a28dff76-74df-46ee-929f-d1fffbb63cd7,2519,SaaS,24,2
59260,Operations,Manager,5,PhD,1,8,operations manager,38.9,61.7,0,41.84988452655889,0.19479591836734694,http://data.europa.eu/esco/occupation/c6bd511a-d966-4df9-a48e-4f800354f268,1321,Education|Technology,61,2
47059,IT,Engineer,1,PhD,2,6,ICT network engineer,34.0,51.8,0,52.235565819861435,0.3073469387755102,http://data.europa.eu/esco/occupation/cf2b03cd-feb7-4f47-90f6-ff1ed6016d3d,2523,Banking|E-commerce|Retail,48,14
25058,IT,Analyst,5,Master,3,23,ICT system analyst,37.5,63.3,2,59.38799076212471,0.6331632653061224,http://data.europa.eu/esco/occupation/a6a0b60f-08da-4faa-bf54-942987efb471,2511,Education|Manufacturing,58,7
94092,IT,Analyst,8,High School,5,3,software analyst,64.7,69.3,1,46.84988452655889,0.2136734693877551,http://data.europa.eu/esco/occupation/04ba4d6c-957d-417f-bf63-5b9e015a9f86,2512,Energy|Healthcare|Retail|Telecom,70,8
77895,Engineering,Engineer,0,Master,4,46,cloud engineer,65.1,65.1,1,54.92378752886836,0.876326530612245,http://data.europa.eu/esco/occupation/349ee6f6-c295-4c38-9b98-48765b55280e,2512,Technology,31,13
27397,Operations,Analyst,2,High School,5,49,ICT business analyst,66.0,74.7,5,41.84988452655889,0.655,http://data.europa.eu/esco/occupation/fe0fa514-b48d-4a53-9757-a283c0baacf0,2511,Government|Technology,28,10
23194,Sales,Analyst,5,Bachelor,5,12,market research analyst,65.2,80.8,2,45.6189376443418,0.2996938775510204,http://data.europa.eu/esco/occupation/66fb9704-0d56-4673-8e69-7823816b73e1,2431,Media|Retail|Travel,51,6
7150,Marketing,Technician,4,High School,4,40,advertising assistant,68.0,72.4,5,52.69515011547344,0.7339795918367347,http://data.europa.eu/esco/occupation/54cba39a-5bb8-4e4c-89cd-d6097d3c6c3a,4419,Healthcare|Media,24,0
28725,HR,Engineer,3,High School,1,31,ICT trainer,25.5,45.5,2,61.54272517321016,0.7379591836734694,http://data.europa.eu/esco/occupation/9e657046-67ce-4e16-ab2e-ddb918638910,2356,Banking|Telecom,26,2
69725,Engineering,Engineer,8,Bachelor,2,18,data engineer,32.6,49.4,1,32.46189376443418,0.23204081632653062,http://data.europa.eu/esco/occupation/2079755f-d809-49e6-8037-4de6180e54c0,2511,Education|Energy|Government,25,10
21833,HR,Engineer,1,Master,5,33,human resources officer,72.4,97.3,3,45.46420323325635,0.5504081632653062,http://data.europa.eu/esco/occupation/d3e32e5e-7f24-48e3-b939-e4f800eb62fb,2423,Travel,35,0
39057,Sales,Engineer,7,Bachelor,3,4,ICT presales engineer,42.6,62.7,0,35.84988452655889,0.05989795918367347,http://data.europa.eu/esco/occupation/16605833-c196-48d7-a6f5-bbdebdc353df,2434,E-commerce|Energy|Healthcare|Retail|SaaS|Travel,22,2
18429,Finance,Engineer,4,Bachelor,2,21,ICT business analyst,20.0,56.0,0,39.07852193995381,0.34071428571428575,http://data.europa.eu/esco/occupation/fe0fa514-b48d-4a53-9757-a283c0baacf0,2511,FinTech|SaaS|Technology,22,10
39970,Engineering,Analyst,4,High School,4,17,ICT system analyst,66.1,65.3,0,51.69515011547344,0.4608163265306122,http://data.europa.eu/esco/occupation/a6a0b60f-08da-4faa-bf54-942987efb471,2511,Technology,61,9
14107,IT,Consultant,7,Bachelor,4,30,ICT consultant,63.8,65.2,2,31.15473441108545,0.336734693877551,http://data.europa.eu/esco/occupation/b1c80369-067e-4041-84c8-dbe65640a5d8,2511,Banking|Healthcare|SaaS|Telecom,29,3
60211,Operations,Engineer,8,Bachelor,2,16,numerical tool and process control programmer,38.5,47.6,0,32.77136258660508,0.1795918367346939,http://data.europa.eu/esco/occupation/6e5ceba0-df96-465f-adb4-2e06ae715d43,2514,Healthcare|Telecom,51,4
75239,IT,Analyst,6,Bachelor,2,35,ICT business analyst,49.2,52.1,3,31.0,0.40785714285714286,http://data.europa.eu/esco/occupation/fe0fa514-b48d-4a53-9757-a283c0baacf0,2511,E-commerce|SaaS|Technology,25,14
82836,Engineering,Consultant,7,PhD,1,49,ICT system integration consultant,31.0,30.2,7,55.46189376443418,0.925,http://data.europa.eu/esco/occupation/bd9d395a-d587-45c6-8d72-ceef226df9e1,2511,Manufacturing|Technology,28,6
53674,Finance,Manager,1,Bachelor,4,7,credit manager,73.9,70.3,0,58.46189376443418,0.49857142857142855,http://data.europa.eu/esco/occupation/32fafe2c-0099-4852-889e-46614ce9a9ae,3312,Government,35,1
96923,HR,Developer,5,High School,4,48,corporate trainer,62.6,68.3,3,60.69284064665127,0.9887755102040816,http://data.europa.eu/esco/occupation/0ba06640-e0ac-4911-9e43-289a8e41651e,2424,Education|Manufacturing|Retail,29,0
46371,Operations,Specialist,0,Bachelor,3,21,data quality specialist,44.5,55.5,2,43.46189376443418,0.4307142857142857,http://data.europa.eu/esco/occupation/7086d0ca-1e77-4690-89c9-7ed1a0478fa3,2519,Media,23,8
26364,Customer Support,Developer,8,PhD,3,30,ICT help desk agent,57.3,69.8,3,34.84988452655889,0.336734693877551,http://data.europa.eu/esco/occupation/aaeec9a7-dc57-4485-890c-86b3eef735f9,3512,Manufacturing|Travel,26,0
53349,Engineering,Engineer,7,Bachelor,2,13,microsystem engineer,49.5,57.9,4,66.23556581986143,0.5959183673469388,http://data.europa.eu/esco/occupation/7f0fe7d3-54c6-41e9-88ba-9d4f0f1a46b4,2152,Government|Manufacturing|Media,64,4
1357,Marketing,Engineer,3,High School,4,44,digital media designer,60.0,80.4,2,46.07852193995381,0.7038775510204082,http://data.europa.eu/esco/occupation/d5a43cd3-230e-46d0-ba05-d67d61e5cfbb,2166,Media,59,7
39387,Customer Support,Consultant,2,Bachelor,3,41,customer experience manager,38.0,45.2,2,57.466512702078525,0.7752040816326531,http://data.europa.eu/esco/occupation/9c9752b7-3e3b-4a08-8553-b63a013f8072,2431,Insurance|Telecom,25,0
37748,Engineering,Developer,4,Bachelor,5,0,database developer,71.0,64.2,0,47.23325635103926,0.21,http://data.europa.eu/esco/occupation/b11e1742-5e28-4270-b081-b0193d85ee7d,2521,Logistics|Technology,70,5
59124,Operations,Manager,4,Bachelor,4,4,ICT operations manager,70.5,69.5,0,60.77136258660508,0.46489795918367344,http://data.europa.eu/esco/occupation/f0ca39a8-1e30-487c-95f9-ef2d5e734adc,1330,Education|Energy|Government|Healthcare,22,1
65974,Finance,Analyst,5,Master,2,14,accounting analyst,45.7,44.8,3,33.77136258660508,0.17214285714285718,http://data.europa.eu/esco/occupation/caafca69-9faa-4850-8930-a3fa07fea4e6,2411,Government|SaaS,27,1
64752,Legal,Specialist,0,Bachelor,4,37,tax compliance officer,64.8,81.5,5,52.15473441108545,0.7303061224489797,http://data.europa.eu/esco/occupation/4a39fddb-17e7-4431-be03-613edab8d1c8,3352,Manufacturing,19,0
59320,IT,Engineer,3,High School,4,47,cloud engineer,47.5,75.6,5,35.07852193995381,0.5725510204081633,http://data.europa.eu/esco/occupation/349ee6f6-c295-4c38-9b98-48765b55280e,2512,E-commerce|Education|Logistics|Media,36,11
16774,Engineering,Analyst,7,High School,3,40,ICT test analyst,34.8,64.8,3,59.466512702078525,0.7939795918367347,http://data.europa.eu/esco/occupation/0ab5c12c-c1c1-4772-8345-aa287d0e391d,2519,Banking|Healthcare|Media|SaaS|Technology,18,3
84254,HR,Technician,8,High School,2,9,human resources assistant,42.5,52.9,1,39.0,0.2360204081632653,http://data.europa.eu/esco/occupation/d8ed1703-9c03-4ea0-83cc-b6169bc54ffd,4416,Retail,24,0
61144,IT,Specialist,6,High School,1,45,digital forensics expert,37.1,52.3,6,53.235565819861435,0.7601020408163266,http://data.europa.eu/esco/occupation/0c448a27-10ec-43ba-b880-d9938bade424,2529,Banking|Energy|Media|SaaS,49,14
35493,IT,Engineer,1,Bachelor,1,37,ICT system architect,29.4,33.6,2,41.46420323325635,0.5353061224489797,http://data.europa.eu/esco/occupation/e1c72b5f-4c5c-487c-a6df-e84b64a51dae,2511,Education,38,14
48666,IT,Manager,6,Bachelor,2,11,software manager,46.8,52.0,1,38.697459584295615,0.15346938775510205,http://data.europa.eu/esco/occupation/f31f487b-4ce2-40f3-90e8-7d0011b4ef1d,1330,Banking|Government|Manufacturing|SaaS,32,2
10867,Operations,Manager,1,Bachelor,1,38,logistics and distribution manager,37.4,47.8,2,46.92609699769053,0.621530612244898,http://data.europa.eu/esco/occupation/823db06f-25e1-4658-b063-d6ef956b41f5,1324,Energy|Government,33,0
8885,Customer Support,Analyst,3,Bachelor,4,41,ICT business analyst,57.4,54.5,4,41.46420323325635,0.5802040816326531,http://data.europa.eu/esco/occupation/fe0fa514-b48d-4a53-9757-a283c0baacf0,2511,SaaS,26,8
30975,Operations,Manager,7,Bachelor,2,40,logistics and distribution manager,50.5,48.4,2,51.23325635103926,0.7189795918367347,http://data.europa.eu/esco/occupation/823db06f-25e1-4658-b063-d6ef956b41f5,1324,Energy|Government|Technology,39,0
84451,IT,Consultant,1,Bachelor,2,13,ICT system integration consultant,35.4,63.3,0,37.69284064665127,0.2509183673469388,http://data.europa.eu/esco/occupation/bd9d395a-d587-45c6-8d72-ceef226df9e1,2511,Energy|Manufacturing,36,5
50481,Operations,Consultant,7,Master,3,43,ICT consultant,43.6,60.6,3,64.54272517321016,0.9176530612244899,http://data.europa.eu/esco/occupation/b1c80369-067e-4041-84c8-dbe65640a5d8,2511,Education|Energy|Logistics,29,2
59677,Sales,Engineer,3,Bachelor,4,10,sales engineer,58.8,66.1,1,39.84988452655889,0.18724489795918367,http://data.europa.eu/esco/occupation/8529edc5-96ad-4cde-b34a-f86ad3753e4d,2433,E-commerce|SaaS|Technology,26,0
36670,Operations,Specialist,2,Bachelor,3,10,procurement category specialist,49.9,61.8,2,34.23094688221709,0.17224489795918368,http://data.europa.eu/esco/occupation/0561328b-875b-4ae2-9ba1-9af9049aef01,2422,Technology|Telecom,26,0
22576,HR,Technician,0,PhD,5,12,human resources assistant,60.1,78.1,2,59.6189376443418,0.5096938775510205,http://data.europa.eu/esco/occupation/d8ed1703-9c03-4ea0-83cc-b6169bc54ffd,4416,Manufacturing|SaaS,26,0
58899,Engineering,Manager,8,Bachelor,4,8,ICT change and configuration manager,69.3,76.7,1,54.84757505773672,0.43479591836734693,http://data.europa.eu/esco/occupation/3b1ea27c-781c-41eb-821f-214285260dd2,2519,Logistics|Media|Telecom,33,1
13088,Engineering,Analyst,7,Bachelor,3,21,software analyst,50.3,67.2,3,55.697459584295615,0.5207142857142858,http://data.europa.eu/esco/occupation/04ba4d6c-957d-417f-bf63-5b9e015a9f86,2512,Energy|Media,57,6
16005,Engineering,Specialist,3,High School,3,20,computer vision engineer,44.5,44.6,2,56.54272517321016,0.5394897959183674,http://data.europa.eu/esco/occupation/1c5a45b9-440e-4726-b565-16a952abd341,2511,Healthcare,35,11
69917,Operations,Engineer,3,High School,4,36,process engineer,68.5,70.1,5,54.84988452655889,0.7040816326530612,http://data.europa.eu/esco/occupation/b5eaf231-77ad-4a86-8e54-15cc4398aad2,2141,E-commerce|Retail,26,2
81084,Sales,Analyst,5,Bachelor,2,12,sales processor,35.0,50.1,1,60.84757505773672,0.5696938775510204,http://data.europa.eu/esco/occupation/73357956-f607-4baa-9ce6-03beb9b39da2,5223,Government|Retail|Telecom|Travel,24,1
91560,Customer Support,Analyst,1,High School,2,9,ICT business analyst,43.3,56.4,1,50.38799076212471,0.34102040816326534,http://data.europa.eu/esco/occupation/fe0fa514-b48d-4a53-9757-a283c0baacf0,2511,Healthcare|SaaS|Travel,26,8
84411,Finance,Manager,5,PhD,4,27,financial manager,61.8,54.7,3,59.69515011547344,0.693061224489796,http://data.europa.eu/esco/occupation/30f3ea93-882a-4525-841c-1d5b4b64076f,1211,Logistics|SaaS,62,4
74857,IT,Specialist,6,High School,4,27,geographic information systems specialist,62.5,59.9,2,39.61662817551963,0.42306122448979594,http://data.europa.eu/esco/occupation/9af8907f-56a7-4170-83b1-3c6ba0997cfa,2165,FinTech|Telecom,27,0
22938,Sales,Manager,1,Bachelor,4,3,online sales channel manager,62.2,64.0,0,37.15473441108545,0.12367346938775511,http://data.europa.eu/esco/occupation/1dd7c3cb-2d58-4dad-ae15-c9081174ab7e,1221,Media,23,2
25014,IT,Analyst,1,Bachelor,1,40,ICT disaster recovery analyst,27.3,53.3,2,33.69284064665127,0.4939795918367347,http://data.europa.eu/esco/occupation/102e75c8-3b47-4964-9b47-30a980aed25c,2519,Manufacturing|SaaS,23,12
59386,Operations,Manager,3,Bachelor,5,45,ICT project manager,84.4,73.6,2,38.46189376443418,0.6251020408163266,http://data.europa.eu/esco/occupation/8b6388a4-4904-471b-9331-d3b1211f5525,1330,E-commerce|Energy,44,0
76032,IT,Specialist,4,Master,4,42,database administrator,73.4,62.2,4,43.46189376443418,0.6664285714285715,http://data.europa.eu/esco/occupation/8c57af09-719c-42b3-be40-6ed4946236cc,2521,Manufacturing|Telecom,45,14
5382,Operations,Developer,8,Master,5,10,system configurator,81.5,58.1,3,49.92609699769053,0.3522448979591837,http://data.europa.eu/esco/occupation/98c3d8f8-e3a8-49b7-9e58-236f25a6f6a0,2522,Banking|Retail,56,14
96469,IT,Consultant,2,High School,1,22,green ICT consultant,36.4,34.5,0,30.0,0.2469387755102041,http://data.europa.eu/esco/occupation/22987b58-dbfa-4ecd-ae3f-82dd209255f6,2511,E-commerce|Media,18,0
72369,HR,Analyst,5,Bachelor,2,30,human resources officer,50.1,50.0,3,54.69515011547344,0.651734693877551,http://data.europa.eu/esco/occupation/d3e32e5e-7f24-48e3-b939-e4f800eb62fb,2423,Healthcare|Insurance|Manufacturing|Telecom,30,0
93442,HR,Engineer,9,High School,4,36,ICT trainer,62.4,75.8,8,41.46420323325635,0.5240816326530613,http://data.europa.eu/esco/occupation/9e657046-67ce-4e16-ab2e-ddb918638910,2356,Healthcare|Technology,31,0
96124,Customer Support,Specialist,4,Master,3,26,customer contact centre information clerk,30.6,51.9,4,44.235565819861435,0.41183673469387755,http://data.europa.eu/esco/occupation/b7b75eb6-34bc-462d-b412-eed393cc1397,4222,Healthcare|SaaS|Telecom,21,0
98684,Customer Support,Engineer,0,Master,1,46,after-sales service technician,25.6,53.3,2,60.00461893764434,0.876326530612245,http://data.europa.eu/esco/occupation/98e58946-3227-4f6c-a5d1-5892fe76883d,2433,Banking|Education|SaaS,20,1
53825,IT,Manager,7,High School,2,28,ICT quality assurance manager,40.9,52.9,4,43.92609699769053,0.4642857142857143,http://data.europa.eu/esco/occupation/a28dff76-74df-46ee-929f-d1fffbb63cd7,2519,E-commerce|Healthcare,22,8
2425,IT,Specialist,4,Master,5,42,ICT usability tester,76.3,71.3,5,41.69284064665127,0.6364285714285715,http://data.europa.eu/esco/occupation/5f50290d-f520-4a69-85c7-1390d2a4a8b6,2519,Healthcare|Manufacturing|Telecom,35,14
92102,IT,Analyst,3,Bachelor,5,0,data scientist,64.0,81.0,0,54.07852193995381,0.33,http://data.europa.eu/esco/occupation/258e46f9-0075-4a2e-adae-1ff0477e0f30,2511,Manufacturing|Technology,70,14
39639,IT,Analyst,1,High School,5,3,ICT business analyst,82.5,81.2,0,46.38799076212471,0.2136734693877551,http://data.europa.eu/esco/occupation/fe0fa514-b48d-4a53-9757-a283c0baacf0,2511,E-commerce|Energy,28,13
68716,IT,Analyst,6,High School,5,19,ICT business analyst,78.0,80.5,2,42.92609699769053,0.348265306122449,http://data.europa.eu/esco/occupation/fe0fa514-b48d-4a53-9757-a283c0baacf0,2511,E-commerce,31,7
27587,Engineering,Specialist,0,Bachelor,1,31,computer vision engineer,41.6,48.1,1,46.3094688221709,0.5579591836734694,http://data.europa.eu/esco/occupation/1c5a45b9-440e-4726-b565-16a952abd341,2511,Healthcare,37,13
91558,Engineering,Manager,9,High School,3,24,ICT research manager,71.8,52.2,2,58.92378752886836,0.6893877551020409,http://data.europa.eu/esco/occupation/9db7d74c-b46d-45c0-b611-6bcb7456ecc6,1223,E-commerce|Energy|Logistics|Retail,30,4
47748,Engineering,Manager,6,Bachelor,3,36,ICT change and configuration manager,51.6,65.8,5,38.38568129330254,0.5090816326530613,http://data.europa.eu/esco/occupation/3b1ea27c-781c-41eb-821f-214285260dd2,2519,Education|Energy|Government|Media,29,3
56246,Finance,Technician,7,Bachelor,1,12,accounting assistant,30.9,27.8,2,64.08083140877598,0.5696938775510204,http://data.europa.eu/esco/occupation/bfe142b9-a049-4d41-89c4-fd2f34ac56b6,3313,Energy|Government|Healthcare|Insurance|Logistics,25,0
70418,IT,Manager,5,High School,3,12,ICT operations manager,50.4,58.5,1,62.3094688221709,0.5846938775510204,http://data.europa.eu/esco/occupation/f0ca39a8-1e30-487c-95f9-ef2d5e734adc,1330,E-commerce|Manufacturing,25,3
83988,Engineering,Specialist,2,Bachelor,1,35,software architect,26.6,41.9,3,59.92378752886836,0.8278571428571428,http://data.europa.eu/esco/occupation/d0aa0792-4345-474b-9365-686cf4869d2e,2512,Manufacturing,38,9
46416,Marketing,Technician,8,Bachelor,5,8,marketing assistant,73.3,81.5,0,65.77367205542726,0.539795918367347,http://data.europa.eu/esco/occupation/47e81c7f-2d04-4a60-a8ff-9913c36d8344,2431,E-commerce|Travel,41,1
61179,Engineering,Engineer,4,High School,4,39,ethical hacker,60.9,63.9,6,39.46420323325635,0.5277551020408163,http://data.europa.eu/esco/occupation/76ef0a87-6afe-4560-b5d0-9a086abe45c5,2529,Education|Energy|Manufacturing,45,14
60337,Engineering,Developer,3,High School,5,15,IoT developer,70.1,73.6,2,56.466512702078525,0.46836734693877546,http://data.europa.eu/esco/occupation/6ce5f7e3-a534-4aa2-ab23-255408ddb53a,2512,Manufacturing|Retail|Technology,19,0
62147,IT,Engineer,4,Master,4,34,cloud engineer,63.7,84.9,5,63.23325635103926,0.8316326530612246,http://data.europa.eu/esco/occupation/349ee6f6-c295-4c38-9b98-48765b55280e,2512,Energy|FinTech,38,6
61953,IT,Developer,3,High School,5,33,web developer,74.4,95.6,6,57.69515011547344,0.7304081632653062,http://data.europa.eu/esco/occupation/c40a2919-48a9-40ea-b506-1f34f693496d,2513,FinTech|Manufacturing|Telecom,62,9
34145,IT,Analyst,9,Bachelor,2,41,ICT test analyst,45.6,49.2,4,45.15704387990762,0.6252040816326531,http://data.europa.eu/esco/occupation/0ab5c12c-c1c1-4772-8345-aa287d0e391d,2519,Banking|Healthcare|SaaS,23,4
22261,Engineering,Developer,5,High School,5,48,software developer,72.0,73.5,8,53.08083140877598,0.8087755102040817,http://data.europa.eu/esco/occupation/f2b15a0e-e65a-438a-affb-29b9d50b77d1,2512,Government|Logistics,66,9
20183,Finance,Analyst,8,Master,1,42,accounting analyst,20.0,33.8,2,64.69745958429561,0.8914285714285715,http://data.europa.eu/esco/occupation/caafca69-9faa-4850-8930-a3fa07fea4e6,2411,Banking|E-commerce|Education|Energy|Government|SaaS,24,0
21661,IT,Manager,4,High School,2,27,ICT quality assurance manager,36.9,48.1,1,43.311778290993075,0.42306122448979594,http://data.europa.eu/esco/occupation/a28dff76-74df-46ee-929f-d1fffbb63cd7,2519,Banking|Media|SaaS,21,6
31614,IT,Consultant,4,High School,3,5,ICT research consultant,53.0,76.3,0,39.773672055427255,0.11612244897959184,http://data.europa.eu/esco/occupation/6e92d4b5-3167-4166-802f-da7753951a31,2511,FinTech|Healthcare|Manufacturing|SaaS,54,5
24932,Engineering,Technician,8,Bachelor,3,45,computer hardware test technician,57.3,54.3,3,39.697459584295615,0.5501020408163266,http://data.europa.eu/esco/occupation/becbe3ca-e000-40c0-9f67-5c4035b930ea,3114,Healthcare|SaaS|Telecom,35,0
25845,IT,Consultant,2,Bachelor,5,46,ICT consultant,66.1,65.0,4,56.54041570438799,0.876326530612245,http://data.europa.eu/esco/occupation/b1c80369-067e-4041-84c8-dbe65640a5d8,2511,Logistics|Telecom,24,4
80659,Finance,Specialist,3,Bachelor,5,8,financial fraud examiner,74.9,62.9,0,37.466512702078525,0.10479591836734695,http://data.europa.eu/esco/occupation/a04eedcf-8424-475a-8dc5-f30a9da4b151,2411,Energy|Media,20,2
36718,Engineering,Manager,7,Bachelor,1,7,ICT change and configuration manager,36.4,51.0,0,38.92609699769053,0.15357142857142858,http://data.europa.eu/esco/occupation/3b1ea27c-781c-41eb-821f-214285260dd2,2519,Energy|FinTech|Logistics|Media,22,4
44031,Customer Support,Analyst,5,Bachelor,5,4,call centre analyst,74.4,86.4,0,43.23325635103926,0.19489795918367347,http://data.europa.eu/esco/occupation/30ca97f4-a4fd-4189-a781-ac08f6b09b78,3341,Banking|FinTech|Travel,26,1
32757,IT,Analyst,3,Bachelor,3,28,user experience analyst,42.4,55.1,1,46.466512702078525,0.4642857142857143,http://data.europa.eu/esco/occupation/faed411a-f920-4100-86a8-b877928b429c,2511,Banking|E-commerce,30,7
45914,IT,Technician,2,Bachelor,2,38,ICT help desk agent,40.5,65.0,2,47.69284064665127,0.6815306122448981,http://data.europa.eu/esco/occupation/aaeec9a7-dc57-4485-890c-86b3eef735f9,3512,Banking|Insurance,22,0
55207,Sales,Developer,3,Bachelor,1,6,ICT account manager,31.1,26.5,0,60.69284064665127,0.5173469387755102,http://data.europa.eu/esco/occupation/89b85c45-ddc7-4fe1-be5a-d3db2be11f3b,2434,E-commerce|Retail,19,0
